sample_id,band_id,observation_time,start_frequency_mhz,end_frequency_mhz,bandwidth_mhz,hour_of_day,day_of_week,region,state,district,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,target_available,target_occupancy_ratio,label_source,data_type,created_at
2980,B003,"2026-01-08 17:00:00",610.000,890.000,20.000,17,4,Mumbai,Maharashtra,NULL,-76.204,-102.825,26.622,0.50853,0.43587,0,0.50853,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2981,B003,"2026-01-09 17:00:00",610.000,890.000,20.000,17,5,Mumbai,Maharashtra,NULL,-79.812,-102.802,22.990,0.48307,0.24212,0,0.48307,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2982,B003,"2026-01-10 17:00:00",610.000,890.000,20.000,17,6,Mumbai,Maharashtra,NULL,-78.211,-99.792,21.581,0.49882,0.32479,0,0.49882,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2983,B003,"2026-01-04 18:00:00",610.000,890.000,20.000,18,0,Mumbai,Maharashtra,NULL,-77.483,-101.916,24.433,0.52989,0.49894,0,0.52989,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2984,B003,"2026-01-05 18:00:00",610.000,890.000,20.000,18,1,Mumbai,Maharashtra,NULL,-83.296,-104.039,20.744,0.44039,0.34924,0,0.44039,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2985,B003,"2026-01-06 18:00:00",610.000,890.000,20.000,18,2,Mumbai,Maharashtra,NULL,-73.735,-99.089,25.353,0.57665,0.50347,0,0.57665,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2986,B003,"2026-01-07 18:00:00",610.000,890.000,20.000,18,3,Mumbai,Maharashtra,NULL,-75.303,-102.723,27.420,0.64746,0.59438,0,0.64746,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2987,B003,"2026-01-08 18:00:00",610.000,890.000,20.000,18,4,Mumbai,Maharashtra,NULL,-75.018,-102.185,27.167,0.56342,0.46148,0,0.56342,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2988,B003,"2026-01-09 18:00:00",610.000,890.000,20.000,18,5,Mumbai,Maharashtra,NULL,-78.375,-101.308,22.933,0.36421,0.27067,0,0.36421,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2989,B003,"2026-01-10 18:00:00",610.000,890.000,20.000,18,6,Mumbai,Maharashtra,NULL,-82.228,-106.051,23.823,0.48753,0.47373,0,0.48753,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2990,B003,"2026-01-04 19:00:00",610.000,890.000,20.000,19,0,Mumbai,Maharashtra,NULL,-81.319,-102.051,20.733,0.47018,0.38136,0,0.47018,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2991,B003,"2026-01-05 19:00:00",610.000,890.000,20.000,19,1,Mumbai,Maharashtra,NULL,-78.451,-104.705,26.254,0.44556,0.23375,0,0.44556,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2992,B003,"2026-01-06 19:00:00",610.000,890.000,20.000,19,2,Mumbai,Maharashtra,NULL,-81.520,-100.316,18.796,0.28705,0.25796,0,0.28705,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2993,B003,"2026-01-07 19:00:00",610.000,890.000,20.000,19,3,Mumbai,Maharashtra,NULL,-84.312,-103.982,19.670,0.36587,0.45307,0,0.36587,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2994,B003,"2026-01-08 19:00:00",610.000,890.000,20.000,19,4,Mumbai,Maharashtra,NULL,-82.187,-99.699,17.513,0.25844,0.28445,0,0.25844,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2995,B003,"2026-01-09 19:00:00",610.000,890.000,20.000,19,5,Mumbai,Maharashtra,NULL,-77.168,-99.313,22.145,0.43703,0.49748,0,0.43703,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2996,B003,"2026-01-10 19:00:00",610.000,890.000,20.000,19,6,Mumbai,Maharashtra,NULL,-83.920,-104.004,20.084,0.24790,0.36586,1,0.24790,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2997,B003,"2026-01-04 20:00:00",610.000,890.000,20.000,20,0,Mumbai,Maharashtra,NULL,-84.318,-105.098,20.780,0.35187,0.28247,0,0.35187,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2998,B003,"2026-01-05 20:00:00",610.000,890.000,20.000,20,1,Mumbai,Maharashtra,NULL,-90.754,-102.677,11.922,0.21671,0.33387,1,0.21671,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
2999,B003,"2026-01-06 20:00:00",610.000,890.000,20.000,20,2,Mumbai,Maharashtra,NULL,-83.978,-104.388,20.410,0.27015,0.26579,0,0.27015,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3000,B003,"2026-01-07 20:00:00",610.000,890.000,20.000,20,3,Mumbai,Maharashtra,NULL,-79.198,-99.141,19.943,0.46300,0.51273,0,0.46300,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3001,B003,"2026-01-08 20:00:00",610.000,890.000,20.000,20,4,Mumbai,Maharashtra,NULL,-85.449,-103.487,18.038,0.43529,0.48474,0,0.43529,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3002,B003,"2026-01-09 20:00:00",610.000,890.000,20.000,20,5,Mumbai,Maharashtra,NULL,-79.593,-98.394,18.801,0.26421,0.20813,0,0.26421,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3003,B003,"2026-01-10 20:00:00",610.000,890.000,20.000,20,6,Mumbai,Maharashtra,NULL,-87.757,-102.846,15.089,0.17055,0.12708,1,0.17055,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3004,B003,"2026-01-04 21:00:00",610.000,890.000,20.000,21,0,Mumbai,Maharashtra,NULL,-81.256,-105.662,24.406,0.39298,0.39204,0,0.39298,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3005,B003,"2026-01-05 21:00:00",610.000,890.000,20.000,21,1,Mumbai,Maharashtra,NULL,-70.245,-101.087,30.843,0.54216,0.57717,0,0.54216,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3006,B003,"2026-01-06 21:00:00",610.000,890.000,20.000,21,2,Mumbai,Maharashtra,NULL,-83.326,-105.827,22.501,0.41124,0.33768,0,0.41124,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3007,B003,"2026-01-07 21:00:00",610.000,890.000,20.000,21,3,Mumbai,Maharashtra,NULL,-80.993,-104.087,23.094,0.40177,0.37116,0,0.40177,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3008,B003,"2026-01-08 21:00:00",610.000,890.000,20.000,21,4,Mumbai,Maharashtra,NULL,-91.291,-101.740,10.449,0.35434,0.41405,0,0.35434,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3009,B003,"2026-01-09 21:00:00",610.000,890.000,20.000,21,5,Mumbai,Maharashtra,NULL,-77.883,-97.574,19.691,0.32472,0.46394,0,0.32472,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3010,B003,"2026-01-10 21:00:00",610.000,890.000,20.000,21,6,Mumbai,Maharashtra,NULL,-88.073,-102.645,14.572,0.27600,0.34244,0,0.27600,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3011,B003,"2026-01-04 22:00:00",610.000,890.000,20.000,22,0,Mumbai,Maharashtra,NULL,-83.015,-106.423,23.408,0.42902,0.34235,0,0.42902,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3012,B003,"2026-01-05 22:00:00",610.000,890.000,20.000,22,1,Mumbai,Maharashtra,NULL,-86.364,-104.740,18.376,0.28950,0.25892,0,0.28950,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3013,B003,"2026-01-06 22:00:00",610.000,890.000,20.000,22,2,Mumbai,Maharashtra,NULL,-83.277,-103.017,19.740,0.39035,0.26123,0,0.39035,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3014,B003,"2026-01-07 22:00:00",610.000,890.000,20.000,22,3,Mumbai,Maharashtra,NULL,-79.156,-99.295,20.138,0.34339,0.41555,0,0.34339,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3015,B003,"2026-01-08 22:00:00",610.000,890.000,20.000,22,4,Mumbai,Maharashtra,NULL,-81.630,-98.097,16.467,0.36489,0.47405,0,0.36489,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3016,B003,"2026-01-09 22:00:00",610.000,890.000,20.000,22,5,Mumbai,Maharashtra,NULL,-80.291,-104.553,24.261,0.42809,0.38040,0,0.42809,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3017,B003,"2026-01-10 22:00:00",610.000,890.000,20.000,22,6,Mumbai,Maharashtra,NULL,-74.977,-99.872,24.895,0.40567,0.31638,0,0.40567,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3018,B003,"2026-01-04 23:00:00",610.000,890.000,20.000,23,0,Mumbai,Maharashtra,NULL,-89.993,-103.559,13.567,0.26569,0.27351,0,0.26569,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3019,B003,"2026-01-05 23:00:00",610.000,890.000,20.000,23,1,Mumbai,Maharashtra,NULL,-80.655,-103.568,22.913,0.35940,0.41179,0,0.35940,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3020,B003,"2026-01-06 23:00:00",610.000,890.000,20.000,23,2,Mumbai,Maharashtra,NULL,-82.545,-103.778,21.233,0.42602,0.52338,0,0.42602,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3021,B003,"2026-01-07 23:00:00",610.000,890.000,20.000,23,3,Mumbai,Maharashtra,NULL,-83.484,-102.515,19.031,0.30611,0.30121,0,0.30611,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3022,B003,"2026-01-08 23:00:00",610.000,890.000,20.000,23,4,Mumbai,Maharashtra,NULL,-77.391,-103.251,25.859,0.49864,0.40076,0,0.49864,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3023,B003,"2026-01-09 23:00:00",610.000,890.000,20.000,23,5,Mumbai,Maharashtra,NULL,-81.318,-102.442,21.124,0.30877,0.32040,0,0.30877,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3024,B003,"2026-01-10 23:00:00",610.000,890.000,20.000,23,6,Mumbai,Maharashtra,NULL,-80.940,-101.202,20.262,0.42033,0.33763,0,0.42033,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3025,B003,"2026-01-04 00:00:00",610.000,890.000,20.000,0,0,"New Delhi",Delhi,NULL,-83.035,-101.836,18.801,0.26759,0.28763,0,0.26759,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3026,B003,"2026-01-05 00:00:00",610.000,890.000,20.000,0,1,"New Delhi",Delhi,NULL,-77.039,-98.429,21.390,0.41530,0.40230,0,0.41530,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3027,B003,"2026-01-06 00:00:00",610.000,890.000,20.000,0,2,"New Delhi",Delhi,NULL,-85.028,-101.488,16.460,0.40057,0.28146,0,0.40057,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3028,B003,"2026-01-07 00:00:00",610.000,890.000,20.000,0,3,"New Delhi",Delhi,NULL,-84.832,-100.381,15.549,0.32386,0.29629,0,0.32386,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3029,B003,"2026-01-08 00:00:00",610.000,890.000,20.000,0,4,"New Delhi",Delhi,NULL,-86.569,-104.693,18.124,0.45327,0.29445,0,0.45327,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3030,B003,"2026-01-09 00:00:00",610.000,890.000,20.000,0,5,"New Delhi",Delhi,NULL,-81.622,-102.542,20.919,0.47502,0.21045,0,0.47502,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3031,B003,"2026-01-10 00:00:00",610.000,890.000,20.000,0,6,"New Delhi",Delhi,NULL,-88.163,-103.846,15.683,0.37804,0.49072,0,0.37804,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3032,B003,"2026-01-04 01:00:00",610.000,890.000,20.000,1,0,"New Delhi",Delhi,NULL,-84.941,-102.848,17.906,0.45673,0.57447,0,0.45673,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3033,B003,"2026-01-05 01:00:00",610.000,890.000,20.000,1,1,"New Delhi",Delhi,NULL,-72.294,-98.292,25.999,0.49212,0.43468,0,0.49212,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3034,B003,"2026-01-06 01:00:00",610.000,890.000,20.000,1,2,"New Delhi",Delhi,NULL,-77.438,-102.313,24.874,0.36430,0.34012,0,0.36430,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3035,B003,"2026-01-07 01:00:00",610.000,890.000,20.000,1,3,"New Delhi",Delhi,NULL,-85.990,-102.133,16.143,0.32054,0.46212,0,0.32054,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3036,B003,"2026-01-08 01:00:00",610.000,890.000,20.000,1,4,"New Delhi",Delhi,NULL,-87.338,-104.427,17.089,0.31134,0.20963,0,0.31134,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3037,B003,"2026-01-09 01:00:00",610.000,890.000,20.000,1,5,"New Delhi",Delhi,NULL,-94.848,-104.416,9.568,0.16861,0.25222,1,0.16861,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3038,B003,"2026-01-10 01:00:00",610.000,890.000,20.000,1,6,"New Delhi",Delhi,NULL,-81.613,-100.861,19.248,0.45184,0.41524,0,0.45184,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3039,B003,"2026-01-04 02:00:00",610.000,890.000,20.000,2,0,"New Delhi",Delhi,NULL,-83.900,-102.445,18.545,0.44107,0.36904,0,0.44107,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3040,B003,"2026-01-05 02:00:00",610.000,890.000,20.000,2,1,"New Delhi",Delhi,NULL,-77.303,-101.183,23.879,0.46051,0.38587,0,0.46051,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3041,B003,"2026-01-06 02:00:00",610.000,890.000,20.000,2,2,"New Delhi",Delhi,NULL,-83.136,-102.837,19.701,0.38933,0.27115,0,0.38933,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3042,B003,"2026-01-07 02:00:00",610.000,890.000,20.000,2,3,"New Delhi",Delhi,NULL,-79.882,-103.310,23.427,0.50680,0.35889,0,0.50680,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3043,B003,"2026-01-08 02:00:00",610.000,890.000,20.000,2,4,"New Delhi",Delhi,NULL,-86.373,-107.734,21.361,0.35250,0.34430,0,0.35250,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3044,B003,"2026-01-09 02:00:00",610.000,890.000,20.000,2,5,"New Delhi",Delhi,NULL,-85.444,-101.079,15.635,0.27687,0.23618,0,0.27687,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3045,B003,"2026-01-10 02:00:00",610.000,890.000,20.000,2,6,"New Delhi",Delhi,NULL,-87.214,-104.171,16.957,0.23054,0.25506,1,0.23054,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3046,B003,"2026-01-04 03:00:00",610.000,890.000,20.000,3,0,"New Delhi",Delhi,NULL,-85.552,-102.931,17.379,0.29740,0.32188,0,0.29740,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3047,B003,"2026-01-05 03:00:00",610.000,890.000,20.000,3,1,"New Delhi",Delhi,NULL,-87.390,-104.507,17.117,0.31470,0.35595,0,0.31470,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3048,B003,"2026-01-06 03:00:00",610.000,890.000,20.000,3,2,"New Delhi",Delhi,NULL,-83.403,-102.489,19.086,0.49559,0.41804,0,0.49559,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3049,B003,"2026-01-07 03:00:00",610.000,890.000,20.000,3,3,"New Delhi",Delhi,NULL,-87.330,-103.880,16.550,0.39421,0.29589,0,0.39421,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3050,B003,"2026-01-08 03:00:00",610.000,890.000,20.000,3,4,"New Delhi",Delhi,NULL,-81.236,-100.572,19.337,0.41901,0.31691,0,0.41901,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3051,B003,"2026-01-09 03:00:00",610.000,890.000,20.000,3,5,"New Delhi",Delhi,NULL,-77.339,-101.263,23.924,0.38211,0.33368,0,0.38211,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3052,B003,"2026-01-10 03:00:00",610.000,890.000,20.000,3,6,"New Delhi",Delhi,NULL,-85.027,-102.779,17.752,0.42578,0.46453,0,0.42578,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3053,B003,"2026-01-04 04:00:00",610.000,890.000,20.000,4,0,"New Delhi",Delhi,NULL,-75.807,-100.247,24.440,0.44138,0.44936,0,0.44138,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3054,B003,"2026-01-05 04:00:00",610.000,890.000,20.000,4,1,"New Delhi",Delhi,NULL,-89.293,-106.955,17.662,0.36183,0.35529,0,0.36183,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3055,B003,"2026-01-06 04:00:00",610.000,890.000,20.000,4,2,"New Delhi",Delhi,NULL,-77.237,-100.960,23.723,0.35914,0.34323,0,0.35914,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3056,B003,"2026-01-07 04:00:00",610.000,890.000,20.000,4,3,"New Delhi",Delhi,NULL,-80.273,-98.472,18.199,0.33755,0.33698,0,0.33755,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3057,B003,"2026-01-08 04:00:00",610.000,890.000,20.000,4,4,"New Delhi",Delhi,NULL,-87.872,-106.384,18.513,0.24410,0.30674,1,0.24410,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3058,B003,"2026-01-09 04:00:00",610.000,890.000,20.000,4,5,"New Delhi",Delhi,NULL,-74.330,-96.390,22.060,0.44828,0.40997,0,0.44828,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3059,B003,"2026-01-10 04:00:00",610.000,890.000,20.000,4,6,"New Delhi",Delhi,NULL,-79.289,-101.608,22.319,0.34758,0.28812,0,0.34758,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3060,B003,"2026-01-04 05:00:00",610.000,890.000,20.000,5,0,"New Delhi",Delhi,NULL,-80.903,-106.826,25.923,0.51086,0.55526,0,0.51086,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3061,B003,"2026-01-05 05:00:00",610.000,890.000,20.000,5,1,"New Delhi",Delhi,NULL,-82.378,-100.404,18.026,0.42042,0.52732,0,0.42042,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3062,B003,"2026-01-06 05:00:00",610.000,890.000,20.000,5,2,"New Delhi",Delhi,NULL,-86.031,-103.766,17.735,0.48080,0.35694,0,0.48080,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3063,B003,"2026-01-07 05:00:00",610.000,890.000,20.000,5,3,"New Delhi",Delhi,NULL,-86.651,-106.953,20.301,0.36100,0.39544,0,0.36100,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3064,B003,"2026-01-08 05:00:00",610.000,890.000,20.000,5,4,"New Delhi",Delhi,NULL,-77.914,-102.563,24.650,0.40730,0.40871,0,0.40730,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3065,B003,"2026-01-09 05:00:00",610.000,890.000,20.000,5,5,"New Delhi",Delhi,NULL,-77.976,-103.549,25.573,0.52064,0.39369,0,0.52064,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3066,B003,"2026-01-10 05:00:00",610.000,890.000,20.000,5,6,"New Delhi",Delhi,NULL,-79.240,-99.761,20.521,0.34330,0.43077,0,0.34330,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3067,B003,"2026-01-04 06:00:00",610.000,890.000,20.000,6,0,"New Delhi",Delhi,NULL,-89.015,-103.721,14.706,0.46652,0.25643,0,0.46652,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3068,B003,"2026-01-05 06:00:00",610.000,890.000,20.000,6,1,"New Delhi",Delhi,NULL,-76.006,-104.839,28.833,0.54458,0.43026,0,0.54458,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3069,B003,"2026-01-06 06:00:00",610.000,890.000,20.000,6,2,"New Delhi",Delhi,NULL,-78.478,-100.248,21.769,0.34156,0.40995,0,0.34156,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3070,B003,"2026-01-07 06:00:00",610.000,890.000,20.000,6,3,"New Delhi",Delhi,NULL,-79.933,-99.973,20.040,0.36480,0.50437,0,0.36480,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3071,B003,"2026-01-08 06:00:00",610.000,890.000,20.000,6,4,"New Delhi",Delhi,NULL,-82.191,-99.644,17.453,0.42692,0.53609,0,0.42692,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3072,B003,"2026-01-09 06:00:00",610.000,890.000,20.000,6,5,"New Delhi",Delhi,NULL,-77.086,-104.170,27.084,0.47239,0.35960,0,0.47239,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3073,B003,"2026-01-10 06:00:00",610.000,890.000,20.000,6,6,"New Delhi",Delhi,NULL,-87.297,-102.966,15.669,0.37695,0.35033,0,0.37695,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3074,B003,"2026-01-04 07:00:00",610.000,890.000,20.000,7,0,"New Delhi",Delhi,NULL,-82.904,-99.235,16.331,0.36324,0.31131,0,0.36324,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3075,B003,"2026-01-05 07:00:00",610.000,890.000,20.000,7,1,"New Delhi",Delhi,NULL,-80.677,-100.061,19.383,0.33073,0.40196,0,0.33073,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3076,B003,"2026-01-06 07:00:00",610.000,890.000,20.000,7,2,"New Delhi",Delhi,NULL,-79.105,-101.466,22.361,0.35596,0.32243,0,0.35596,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3077,B003,"2026-01-07 07:00:00",610.000,890.000,20.000,7,3,"New Delhi",Delhi,NULL,-80.249,-101.589,21.340,0.37335,0.36828,0,0.37335,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3078,B003,"2026-01-08 07:00:00",610.000,890.000,20.000,7,4,"New Delhi",Delhi,NULL,-88.555,-103.287,14.733,0.31101,0.55646,0,0.31101,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3079,B003,"2026-01-09 07:00:00",610.000,890.000,20.000,7,5,"New Delhi",Delhi,NULL,-87.395,-106.255,18.860,0.37561,0.27119,0,0.37561,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3080,B003,"2026-01-10 07:00:00",610.000,890.000,20.000,7,6,"New Delhi",Delhi,NULL,-77.075,-100.434,23.359,0.52378,0.56013,0,0.52378,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3081,B003,"2026-01-04 08:00:00",610.000,890.000,20.000,8,0,"New Delhi",Delhi,NULL,-83.877,-103.834,19.957,0.47094,0.32455,0,0.47094,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3082,B003,"2026-01-05 08:00:00",610.000,890.000,20.000,8,1,"New Delhi",Delhi,NULL,-82.679,-102.166,19.487,0.37873,0.41501,0,0.37873,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3083,B003,"2026-01-06 08:00:00",610.000,890.000,20.000,8,2,"New Delhi",Delhi,NULL,-77.882,-102.183,24.301,0.42240,0.24974,0,0.42240,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3084,B003,"2026-01-07 08:00:00",610.000,890.000,20.000,8,3,"New Delhi",Delhi,NULL,-83.177,-105.038,21.861,0.39386,0.44534,0,0.39386,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3085,B003,"2026-01-08 08:00:00",610.000,890.000,20.000,8,4,"New Delhi",Delhi,NULL,-81.986,-107.217,25.231,0.35171,0.46235,0,0.35171,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3086,B003,"2026-01-09 08:00:00",610.000,890.000,20.000,8,5,"New Delhi",Delhi,NULL,-80.377,-104.471,24.093,0.44618,0.43391,0,0.44618,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3087,B003,"2026-01-10 08:00:00",610.000,890.000,20.000,8,6,"New Delhi",Delhi,NULL,-71.430,-98.556,27.126,0.38688,0.38915,0,0.38688,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3088,B003,"2026-01-04 09:00:00",610.000,890.000,20.000,9,0,"New Delhi",Delhi,NULL,-72.488,-98.322,25.834,0.54920,0.47341,0,0.54920,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3089,B003,"2026-01-05 09:00:00",610.000,890.000,20.000,9,1,"New Delhi",Delhi,NULL,-68.307,-97.426,29.119,0.52775,0.26172,0,0.52775,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3090,B003,"2026-01-06 09:00:00",610.000,890.000,20.000,9,2,"New Delhi",Delhi,NULL,-77.523,-102.379,24.856,0.65060,0.65294,0,0.65060,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3091,B003,"2026-01-07 09:00:00",610.000,890.000,20.000,9,3,"New Delhi",Delhi,NULL,-75.680,-101.616,25.937,0.55717,0.60101,0,0.55717,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3092,B003,"2026-01-08 09:00:00",610.000,890.000,20.000,9,4,"New Delhi",Delhi,NULL,-82.810,-103.771,20.960,0.57411,0.42467,0,0.57411,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3093,B003,"2026-01-09 09:00:00",610.000,890.000,20.000,9,5,"New Delhi",Delhi,NULL,-77.366,-103.206,25.840,0.44674,0.32013,0,0.44674,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3094,B003,"2026-01-10 09:00:00",610.000,890.000,20.000,9,6,"New Delhi",Delhi,NULL,-78.013,-98.211,20.197,0.46482,0.46382,0,0.46482,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3095,B003,"2026-01-04 10:00:00",610.000,890.000,20.000,10,0,"New Delhi",Delhi,NULL,-71.498,-96.706,25.208,0.49357,0.35624,0,0.49357,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3096,B003,"2026-01-05 10:00:00",610.000,890.000,20.000,10,1,"New Delhi",Delhi,NULL,-85.633,-104.065,18.432,0.44056,0.48175,0,0.44056,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3097,B003,"2026-01-06 10:00:00",610.000,890.000,20.000,10,2,"New Delhi",Delhi,NULL,-78.615,-100.841,22.226,0.42199,0.50664,0,0.42199,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3098,B003,"2026-01-07 10:00:00",610.000,890.000,20.000,10,3,"New Delhi",Delhi,NULL,-72.075,-98.428,26.353,0.63305,0.53515,0,0.63305,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3099,B003,"2026-01-08 10:00:00",610.000,890.000,20.000,10,4,"New Delhi",Delhi,NULL,-74.755,-96.701,21.946,0.44159,0.52785,0,0.44159,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3100,B003,"2026-01-09 10:00:00",610.000,890.000,20.000,10,5,"New Delhi",Delhi,NULL,-80.050,-103.064,23.014,0.54395,0.45878,0,0.54395,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3101,B003,"2026-01-10 10:00:00",610.000,890.000,20.000,10,6,"New Delhi",Delhi,NULL,-76.039,-102.511,26.472,0.44965,0.51376,0,0.44965,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
