record_id,band_id,start_frequency_mhz,end_frequency_mhz,service_type,state,city,hour,day_of_week,bandwidth_mhz,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,assignment_status,occupancy_status,target_available,data_type
870,B001,470,585,IMT candidate,West Bengal,Kolkata,4,1,11.5,-93.014,-104.742,11.728,0.15762,0.15878,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
871,B001,470,585,IMT candidate,West Bengal,Kolkata,4,2,11.5,-83.634,-102.562,18.927,0.22743,0.33418,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
872,B001,470,585,IMT candidate,West Bengal,Kolkata,4,3,11.5,-82.28,-99.697,17.417,0.33558,0.26756,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
873,B001,470,585,IMT candidate,West Bengal,Kolkata,4,4,11.5,-83.467,-104.709,21.242,0.38249,0.36657,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
874,B001,470,585,IMT candidate,West Bengal,Kolkata,4,5,11.5,-83.106,-103.145,20.039,0.26961,0.1681,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
875,B001,470,585,IMT candidate,West Bengal,Kolkata,4,6,11.5,-86.903,-102.721,15.818,0.31383,0.3271,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
876,B001,470,585,IMT candidate,West Bengal,Kolkata,5,0,11.5,-81.987,-102.15,20.163,0.35711,0.46531,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
877,B001,470,585,IMT candidate,West Bengal,Kolkata,5,1,11.5,-88.797,-100.955,12.158,0.29294,0.34697,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
878,B001,470,585,IMT candidate,West Bengal,Kolkata,5,2,11.5,-87.309,-100.422,13.113,0.20431,0.26593,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
879,B001,470,585,IMT candidate,West Bengal,Kolkata,5,3,11.5,-84.008,-101.94,17.932,0.23312,0.32111,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
880,B001,470,585,IMT candidate,West Bengal,Kolkata,5,4,11.5,-79.899,-102.016,22.118,0.33379,0.39584,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
881,B001,470,585,IMT candidate,West Bengal,Kolkata,5,5,11.5,-89.449,-103.45,14.001,0.25127,0.28047,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
882,B001,470,585,IMT candidate,West Bengal,Kolkata,5,6,11.5,-93.211,-107.396,14.185,0.21375,0.27917,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
883,B001,470,585,IMT candidate,West Bengal,Kolkata,6,0,11.5,-84.027,-99.288,15.26,0.34805,0.30518,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
884,B001,470,585,IMT candidate,West Bengal,Kolkata,6,1,11.5,-86.21,-101.385,15.175,0.23403,0.23365,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
885,B001,470,585,IMT candidate,West Bengal,Kolkata,6,2,11.5,-88.02,-103.767,15.747,0.3379,0.46608,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
886,B001,470,585,IMT candidate,West Bengal,Kolkata,6,3,11.5,-86.55,-102.46,15.911,0.39172,0.35748,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
887,B001,470,585,IMT candidate,West Bengal,Kolkata,6,4,11.5,-78.542,-101.575,23.034,0.3752,0.46203,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
888,B001,470,585,IMT candidate,West Bengal,Kolkata,6,5,11.5,-87.403,-103.17,15.767,0.28908,0.27483,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
889,B001,470,585,IMT candidate,West Bengal,Kolkata,6,6,11.5,-88.637,-103.06,14.424,0.35832,0.3901,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
890,B001,470,585,IMT candidate,West Bengal,Kolkata,7,0,11.5,-90.56,-103.168,12.608,0.32807,0.42685,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
891,B001,470,585,IMT candidate,West Bengal,Kolkata,7,1,11.5,-84.107,-104.842,20.735,0.38374,0.28274,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
892,B001,470,585,IMT candidate,West Bengal,Kolkata,7,2,11.5,-89.237,-107.247,18.01,0.23976,0.34624,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
893,B001,470,585,IMT candidate,West Bengal,Kolkata,7,3,11.5,-78.859,-102.15,23.291,0.31331,0.26322,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
894,B001,470,585,IMT candidate,West Bengal,Kolkata,7,4,11.5,-83.966,-101.681,17.715,0.25207,0.26009,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
895,B001,470,585,IMT candidate,West Bengal,Kolkata,7,5,11.5,-87.617,-103.918,16.301,0.19517,0.30404,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
896,B001,470,585,IMT candidate,West Bengal,Kolkata,7,6,11.5,-94.314,-105.057,10.742,0.17805,0.2337,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
897,B001,470,585,IMT candidate,West Bengal,Kolkata,8,0,11.5,-78.865,-102.715,23.85,0.48948,0.37439,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
898,B001,470,585,IMT candidate,West Bengal,Kolkata,8,1,11.5,-80.529,-103.505,22.976,0.51597,0.46788,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
899,B001,470,585,IMT candidate,West Bengal,Kolkata,8,2,11.5,-84.25,-99.978,15.728,0.24229,0.21007,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
900,B001,470,585,IMT candidate,West Bengal,Kolkata,8,3,11.5,-91.016,-106.735,15.719,0.29329,0.12867,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
901,B001,470,585,IMT candidate,West Bengal,Kolkata,8,4,11.5,-87.295,-103.239,15.944,0.30347,0.27063,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
902,B001,470,585,IMT candidate,West Bengal,Kolkata,8,5,11.5,-79.043,-98.915,19.872,0.23606,0.25988,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
903,B001,470,585,IMT candidate,West Bengal,Kolkata,8,6,11.5,-83.672,-102.766,19.095,0.37506,0.29748,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
904,B001,470,585,IMT candidate,West Bengal,Kolkata,9,0,11.5,-80.204,-100.455,20.251,0.50382,0.46028,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
905,B001,470,585,IMT candidate,West Bengal,Kolkata,9,1,11.5,-82.93,-104.255,21.325,0.41881,0.23872,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
906,B001,470,585,IMT candidate,West Bengal,Kolkata,9,2,11.5,-74.381,-97.276,22.895,0.42462,0.30516,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
907,B001,470,585,IMT candidate,West Bengal,Kolkata,9,3,11.5,-78.941,-101.778,22.837,0.49374,0.39407,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
908,B001,470,585,IMT candidate,West Bengal,Kolkata,9,4,11.5,-81.439,-103.481,22.042,0.45505,0.47494,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
909,B001,470,585,IMT candidate,West Bengal,Kolkata,9,5,11.5,-83.539,-105.241,21.702,0.4721,0.55542,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
910,B001,470,585,IMT candidate,West Bengal,Kolkata,9,6,11.5,-70.943,-101.076,30.133,0.54076,0.56815,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
911,B001,470,585,IMT candidate,West Bengal,Kolkata,10,0,11.5,-84.91,-106.991,22.081,0.44576,0.30717,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
912,B001,470,585,IMT candidate,West Bengal,Kolkata,10,1,11.5,-74.023,-97.635,23.612,0.46455,0.35914,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
913,B001,470,585,IMT candidate,West Bengal,Kolkata,10,2,11.5,-92.685,-106.907,14.223,0.37315,0.49269,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
914,B001,470,585,IMT candidate,West Bengal,Kolkata,10,3,11.5,-78.309,-102.328,24.018,0.51492,0.45054,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
915,B001,470,585,IMT candidate,West Bengal,Kolkata,10,4,11.5,-74.816,-98.52,23.704,0.45418,0.25662,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
916,B001,470,585,IMT candidate,West Bengal,Kolkata,10,5,11.5,-84.387,-106.825,22.437,0.48925,0.32713,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
917,B001,470,585,IMT candidate,West Bengal,Kolkata,10,6,11.5,-87.906,-105.143,17.237,0.41783,0.30786,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
918,B001,470,585,IMT candidate,West Bengal,Kolkata,11,0,11.5,-76.08,-102.464,26.385,0.51197,0.5616,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
919,B001,470,585,IMT candidate,West Bengal,Kolkata,11,1,11.5,-80.389,-100.575,20.185,0.47168,0.41983,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
920,B001,470,585,IMT candidate,West Bengal,Kolkata,11,2,11.5,-77.91,-100.615,22.705,0.37458,0.44074,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
921,B001,470,585,IMT candidate,West Bengal,Kolkata,11,3,11.5,-77.701,-99.761,22.061,0.45302,0.36955,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
922,B001,470,585,IMT candidate,West Bengal,Kolkata,11,4,11.5,-69.89,-100.185,30.296,0.49014,0.49692,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
923,B001,470,585,IMT candidate,West Bengal,Kolkata,11,5,11.5,-89.537,-104.445,14.909,0.33793,0.34585,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
924,B001,470,585,IMT candidate,West Bengal,Kolkata,11,6,11.5,-80.652,-98.594,17.942,0.33802,0.39105,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
925,B001,470,585,IMT candidate,West Bengal,Kolkata,12,0,11.5,-81.35,-101.14,19.79,0.46562,0.41997,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
926,B001,470,585,IMT candidate,West Bengal,Kolkata,12,1,11.5,-80.276,-102.253,21.977,0.42508,0.45082,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
927,B001,470,585,IMT candidate,West Bengal,Kolkata,12,2,11.5,-77.436,-99.941,22.505,0.42241,0.52567,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
928,B001,470,585,IMT candidate,West Bengal,Kolkata,12,3,11.5,-84.691,-103.607,18.916,0.22312,0.06333,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
929,B001,470,585,IMT candidate,West Bengal,Kolkata,12,4,11.5,-82.036,-101.794,19.759,0.55892,0.54135,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
930,B001,470,585,IMT candidate,West Bengal,Kolkata,12,5,11.5,-80.966,-104.282,23.316,0.34132,0.31091,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
931,B001,470,585,IMT candidate,West Bengal,Kolkata,12,6,11.5,-75.062,-96.98,21.918,0.34785,0.31933,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
932,B001,470,585,IMT candidate,West Bengal,Kolkata,13,0,11.5,-76.986,-102.51,25.523,0.39974,0.30123,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
933,B001,470,585,IMT candidate,West Bengal,Kolkata,13,1,11.5,-79.953,-98.814,18.86,0.36583,0.36583,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
934,B001,470,585,IMT candidate,West Bengal,Kolkata,13,2,11.5,-86.512,-102.975,16.463,0.49174,0.42266,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
935,B001,470,585,IMT candidate,West Bengal,Kolkata,13,3,11.5,-71.583,-96.569,24.986,0.54187,0.46992,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
936,B001,470,585,IMT candidate,West Bengal,Kolkata,13,4,11.5,-74.006,-100.511,26.505,0.55058,0.31955,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
937,B001,470,585,IMT candidate,West Bengal,Kolkata,13,5,11.5,-85.658,-101.463,15.805,0.38586,0.34152,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
938,B001,470,585,IMT candidate,West Bengal,Kolkata,13,6,11.5,-81.839,-102.643,20.804,0.5346,0.31652,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
939,B001,470,585,IMT candidate,West Bengal,Kolkata,14,0,11.5,-83.515,-103.444,19.929,0.45421,0.43344,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
940,B001,470,585,IMT candidate,West Bengal,Kolkata,14,1,11.5,-77.314,-101.564,24.249,0.47494,0.33039,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
941,B001,470,585,IMT candidate,West Bengal,Kolkata,14,2,11.5,-81.852,-102.815,20.964,0.41016,0.46577,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
942,B001,470,585,IMT candidate,West Bengal,Kolkata,14,3,11.5,-78.553,-103.944,25.391,0.40403,0.39529,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
943,B001,470,585,IMT candidate,West Bengal,Kolkata,14,4,11.5,-87.058,-102.777,15.72,0.35714,0.26118,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
944,B001,470,585,IMT candidate,West Bengal,Kolkata,14,5,11.5,-79.52,-103.99,24.47,0.3216,0.40988,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
945,B001,470,585,IMT candidate,West Bengal,Kolkata,14,6,11.5,-75.311,-99.281,23.97,0.51172,0.48489,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
946,B001,470,585,IMT candidate,West Bengal,Kolkata,15,0,11.5,-85.367,-104.67,19.303,0.4622,0.49246,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
947,B001,470,585,IMT candidate,West Bengal,Kolkata,15,1,11.5,-79.711,-101.498,21.787,0.36971,0.42053,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
948,B001,470,585,IMT candidate,West Bengal,Kolkata,15,2,11.5,-79.993,-105.002,25.008,0.48085,0.42149,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
949,B001,470,585,IMT candidate,West Bengal,Kolkata,15,3,11.5,-85.248,-106.972,21.724,0.38657,0.24708,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
950,B001,470,585,IMT candidate,West Bengal,Kolkata,15,4,11.5,-82.499,-97.63,15.131,0.33549,0.30447,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
951,B001,470,585,IMT candidate,West Bengal,Kolkata,15,5,11.5,-83.442,-101.824,18.383,0.42003,0.33635,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
952,B001,470,585,IMT candidate,West Bengal,Kolkata,15,6,11.5,-79.682,-102.697,23.015,0.4714,0.2534,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
953,B001,470,585,IMT candidate,West Bengal,Kolkata,16,0,11.5,-80.769,-99.856,19.087,0.41484,0.31352,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
954,B001,470,585,IMT candidate,West Bengal,Kolkata,16,1,11.5,-76.102,-100.503,24.401,0.48124,0.3875,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
955,B001,470,585,IMT candidate,West Bengal,Kolkata,16,2,11.5,-70.179,-97.928,27.749,0.50747,0.32479,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
956,B001,470,585,IMT candidate,West Bengal,Kolkata,16,3,11.5,-79.87,-105.314,25.444,0.66006,0.57339,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
957,B001,470,585,IMT candidate,West Bengal,Kolkata,16,4,11.5,-74.813,-101.097,26.284,0.44839,0.4859,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
958,B001,470,585,IMT candidate,West Bengal,Kolkata,16,5,11.5,-79.508,-101.82,22.312,0.35246,0.43333,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
959,B001,470,585,IMT candidate,West Bengal,Kolkata,16,6,11.5,-74.034,-99.956,25.922,0.49371,0.39983,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
960,B001,470,585,IMT candidate,West Bengal,Kolkata,17,0,11.5,-82.699,-100.944,18.245,0.36273,0.45533,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
961,B001,470,585,IMT candidate,West Bengal,Kolkata,17,1,11.5,-83.632,-102.953,19.321,0.39392,0.45341,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
962,B001,470,585,IMT candidate,West Bengal,Kolkata,17,2,11.5,-76.824,-101.943,25.119,0.5076,0.57912,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
963,B001,470,585,IMT candidate,West Bengal,Kolkata,17,3,11.5,-78.278,-100.13,21.852,0.33161,0.43269,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
964,B001,470,585,IMT candidate,West Bengal,Kolkata,17,4,11.5,-81.194,-103.935,22.74,0.51118,0.50524,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
965,B001,470,585,IMT candidate,West Bengal,Kolkata,17,5,11.5,-87.052,-102.496,15.444,0.37375,0.26754,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
966,B001,470,585,IMT candidate,West Bengal,Kolkata,17,6,11.5,-83.285,-103.065,19.78,0.43927,0.3905,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
967,B001,470,585,IMT candidate,West Bengal,Kolkata,18,0,11.5,-78.9,-102.653,23.753,0.4761,0.43654,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
968,B001,470,585,IMT candidate,West Bengal,Kolkata,18,1,11.5,-82.694,-102.028,19.335,0.43739,0.36418,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
969,B001,470,585,IMT candidate,West Bengal,Kolkata,18,2,11.5,-90.032,-104.916,14.884,0.3264,0.30025,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
970,B001,470,585,IMT candidate,West Bengal,Kolkata,18,3,11.5,-76.479,-102.023,25.543,0.53412,0.39178,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
971,B001,470,585,IMT candidate,West Bengal,Kolkata,18,4,11.5,-74.819,-97.761,22.941,0.4751,0.36283,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
972,B001,470,585,IMT candidate,West Bengal,Kolkata,18,5,11.5,-85.498,-101.343,15.845,0.33339,0.39377,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
973,B001,470,585,IMT candidate,West Bengal,Kolkata,18,6,11.5,-85.688,-106.14,20.452,0.34414,0.24019,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
974,B001,470,585,IMT candidate,West Bengal,Kolkata,19,0,11.5,-81.107,-99.406,18.299,0.37743,0.38199,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
975,B001,470,585,IMT candidate,West Bengal,Kolkata,19,1,11.5,-76.528,-103.162,26.634,0.43245,0.37481,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
976,B001,470,585,IMT candidate,West Bengal,Kolkata,19,2,11.5,-84.461,-101.756,17.295,0.26936,0.38583,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
977,B001,470,585,IMT candidate,West Bengal,Kolkata,19,3,11.5,-78.402,-101.076,22.674,0.39705,0.39255,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
978,B001,470,585,IMT candidate,West Bengal,Kolkata,19,4,11.5,-86.046,-103.297,17.251,0.39045,0.39048,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
979,B001,470,585,IMT candidate,West Bengal,Kolkata,19,5,11.5,-78.617,-99.981,21.364,0.48324,0.54562,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
980,B001,470,585,IMT candidate,West Bengal,Kolkata,19,6,11.5,-88.174,-102.63,14.456,0.16449,0.17306,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
981,B001,470,585,IMT candidate,West Bengal,Kolkata,20,0,11.5,-86.663,-102.425,15.762,0.29341,0.24798,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
982,B001,470,585,IMT candidate,West Bengal,Kolkata,20,1,11.5,-92.508,-105.9,13.392,0.2591,0.28029,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
983,B001,470,585,IMT candidate,West Bengal,Kolkata,20,2,11.5,-86.319,-103.658,17.339,0.40545,0.51198,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
984,B001,470,585,IMT candidate,West Bengal,Kolkata,20,3,11.5,-88.414,-101.764,13.35,0.25497,0.22822,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
985,B001,470,585,IMT candidate,West Bengal,Kolkata,20,4,11.5,-77.448,-100.847,23.399,0.36206,0.40884,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
986,B001,470,585,IMT candidate,West Bengal,Kolkata,20,5,11.5,-85.744,-100.439,14.694,0.30578,0.4156,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
987,B001,470,585,IMT candidate,West Bengal,Kolkata,20,6,11.5,-80.347,-100.776,20.429,0.33229,0.21761,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
988,B001,470,585,IMT candidate,West Bengal,Kolkata,21,0,11.5,-85.054,-101.669,16.615,0.25562,0.33216,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
989,B001,470,585,IMT candidate,West Bengal,Kolkata,21,1,11.5,-79.729,-102.461,22.732,0.34246,0.37056,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
990,B001,470,585,IMT candidate,West Bengal,Kolkata,21,2,11.5,-74.828,-99.012,24.184,0.38727,0.39714,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
991,B001,470,585,IMT candidate,West Bengal,Kolkata,21,3,11.5,-77.772,-101.335,23.563,0.3858,0.55322,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
992,B001,470,585,IMT candidate,West Bengal,Kolkata,21,4,11.5,-82.751,-103.882,21.13,0.26186,0.3051,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
993,B001,470,585,IMT candidate,West Bengal,Kolkata,21,5,11.5,-84.446,-103.735,19.289,0.26491,0.33702,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
994,B001,470,585,IMT candidate,West Bengal,Kolkata,21,6,11.5,-77.586,-102.228,24.642,0.43554,0.53541,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
995,B001,470,585,IMT candidate,West Bengal,Kolkata,22,0,11.5,-88.311,-104.633,16.322,0.23463,0.2267,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
996,B001,470,585,IMT candidate,West Bengal,Kolkata,22,1,11.5,-86.32,-103.652,17.332,0.3055,0.24625,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
997,B001,470,585,IMT candidate,West Bengal,Kolkata,22,2,11.5,-84.809,-101.037,16.228,0.24542,0.35783,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
998,B001,470,585,IMT candidate,West Bengal,Kolkata,22,3,11.5,-78.792,-100.94,22.148,0.37154,0.28831,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
999,B001,470,585,IMT candidate,West Bengal,Kolkata,22,4,11.5,-80.905,-101.313,20.408,0.30011,0.36679,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
1000,B001,470,585,IMT candidate,West Bengal,Kolkata,22,5,11.5,-84.751,-102.466,17.715,0.28016,0.20959,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
1001,B001,470,585,IMT candidate,West Bengal,Kolkata,22,6,11.5,-77.941,-100.069,22.128,0.3544,0.42983,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
