record_id,band_id,state,city,start_frequency_mhz,end_frequency_mhz,required_bandwidth_mhz,service_type,assignment_status,occupancy_status,availability_label,data_type
349,B002,Telangana,Hyderabad,588.611,598.611,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
350,B011,West Bengal,Kolkata,3358.67,3363.67,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
351,B008,Rajasthan,Jaipur,2164.867,2174.867,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
352,B011,Telangana,Hyderabad,3374.723,3394.723,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
353,B018,Karnataka,Bengaluru,39201.268,39206.268,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
354,B008,Delhi,New Delhi,2115.502,2195.502,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
355,B001,Tamil Nadu,Chennai,553.447,558.447,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
356,B009,Delhi,New Delhi,2379.922,2380.922,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
357,B020,Karnataka,Bengaluru,66140.107,66180.107,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
358,B003,Gujarat,Ahmedabad,689.864,729.864,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
359,B021,Delhi,New Delhi,2428.984,2448.984,20,Low Power / RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
360,B017,Karnataka,Bengaluru,27346.775,27347.775,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
361,B020,Karnataka,Bengaluru,70621.78,70661.78,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
362,B025,Delhi,New Delhi,5760.226,5765.226,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
363,B008,Karnataka,Bengaluru,2158.327,2178.327,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
364,B011,West Bengal,Kolkata,3369.332,3374.332,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
365,B009,Rajasthan,Jaipur,2330.892,2350.892,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
366,B001,Telangana,Hyderabad,477.563,478.563,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
367,B014,Tamil Nadu,Chennai,3608.316,3628.316,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
368,B019,Gujarat,Ahmedabad,43218.605,43238.605,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
369,B018,Telangana,Hyderabad,39194.496,39234.496,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
370,B005,Maharashtra,Mumbai,948.437,953.437,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
371,B005,Rajasthan,Jaipur,949.284,959.284,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
372,B019,Tamil Nadu,Chennai,43475.877,43480.877,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
373,B003,Tamil Nadu,Chennai,742.269,747.269,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
374,B012,Delhi,New Delhi,3441.685,3481.685,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
375,B004,Delhi,New Delhi,909.951,914.951,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
376,B016,West Bengal,Kolkata,7095.148,7115.148,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
377,B015,Tamil Nadu,Chennai,6643.83,6653.83,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
378,B013,Delhi,New Delhi,3530.028,3570.028,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
379,B004,Maharashtra,Mumbai,918.118,919.118,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
380,B001,Maharashtra,Mumbai,513.843,533.843,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
381,B017,West Bengal,Kolkata,25213.449,25293.449,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
382,B009,West Bengal,Kolkata,2376.144,2377.144,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
383,B022,Maharashtra,Mumbai,5150.159,5230.159,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
384,B003,Rajasthan,Jaipur,690.383,730.383,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
385,B019,Delhi,New Delhi,42769.606,42770.606,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
386,B016,Telangana,Hyderabad,7030.928,7110.928,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
387,B017,Karnataka,Bengaluru,25895.46,25935.46,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
388,B008,Delhi,New Delhi,2138.945,2139.945,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
389,B006,Delhi,New Delhi,1435.387,1515.387,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
390,B001,Telangana,Hyderabad,553.534,563.534,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
391,B008,Gujarat,Ahmedabad,2130.966,2140.966,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
392,B024,Karnataka,Bengaluru,5531.872,5536.872,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
393,B022,Karnataka,Bengaluru,5157.318,5237.318,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
394,B011,Rajasthan,Jaipur,3330.558,3370.558,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
395,B013,Karnataka,Bengaluru,3586.631,3591.631,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
396,B023,Tamil Nadu,Chennai,5306.385,5307.385,1,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
397,B010,Telangana,Hyderabad,2586.903,2596.903,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
398,B023,Telangana,Hyderabad,5254.601,5259.601,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
399,B023,Karnataka,Bengaluru,5259.246,5264.246,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
400,B004,Maharashtra,Mumbai,898.381,918.381,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
401,B007,Rajasthan,Jaipur,1929.971,1930.971,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
402,B001,Karnataka,Bengaluru,542.621,582.621,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
403,B023,Delhi,New Delhi,5271.22,5291.22,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
404,B001,Tamil Nadu,Chennai,492.487,572.487,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
405,B005,Maharashtra,Mumbai,942.0,960.0,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
406,B019,Maharashtra,Mumbai,43206.275,43207.275,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
407,B005,Delhi,New Delhi,951.156,952.156,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
408,B017,Rajasthan,Jaipur,26125.051,26205.051,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
409,B005,Tamil Nadu,Chennai,942.0,960.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
410,B002,Rajasthan,Jaipur,602.914,603.914,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
411,B025,Maharashtra,Mumbai,5814.552,5834.552,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
412,B020,Tamil Nadu,Chennai,70219.371,70224.371,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
413,B002,Tamil Nadu,Chennai,585.0,610.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
414,B009,Rajasthan,Jaipur,2359.736,2399.736,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
415,B017,Gujarat,Ahmedabad,25833.827,25873.827,40,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
416,B024,Tamil Nadu,Chennai,5568.497,5573.497,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
417,B016,Rajasthan,Jaipur,7059.445,7079.445,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
418,B008,Karnataka,Bengaluru,2194.4,2199.4,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
419,B019,Delhi,New Delhi,42680.778,42720.778,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
420,B008,Rajasthan,Jaipur,2160.399,2170.399,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
421,B014,Karnataka,Bengaluru,3610.4,3650.4,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
422,B023,Gujarat,Ahmedabad,5254.433,5274.433,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
423,B004,Karnataka,Bengaluru,890.0,942.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
424,B006,Maharashtra,Mumbai,1471.827,1472.827,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
425,B018,West Bengal,Kolkata,39674.442,39675.442,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
426,B008,Delhi,New Delhi,2129.992,2169.992,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
427,B014,Tamil Nadu,Chennai,3620.729,3660.729,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
428,B006,Rajasthan,Jaipur,1431.307,1511.307,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
429,B019,Maharashtra,Mumbai,43261.122,43271.122,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
430,B014,West Bengal,Kolkata,3615.797,3616.797,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
431,B002,Maharashtra,Mumbai,603.739,604.739,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
432,B003,Tamil Nadu,Chennai,867.242,872.242,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
433,B008,Tamil Nadu,Chennai,2184.311,2189.311,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
434,B024,Karnataka,Bengaluru,5574.331,5594.331,20,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
435,B024,West Bengal,Kolkata,5602.749,5612.749,10,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
436,B020,Rajasthan,Jaipur,70110.756,70111.756,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
437,B015,Maharashtra,Mumbai,6435.486,6440.486,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
438,B002,Karnataka,Bengaluru,603.343,608.343,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
439,B006,Tamil Nadu,Chennai,1474.119,1514.119,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
440,B025,Rajasthan,Jaipur,5767.409,5777.409,10,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
441,B008,Gujarat,Ahmedabad,2117.027,2127.027,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
442,B008,Tamil Nadu,Chennai,2122.941,2132.941,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
443,B001,Maharashtra,Mumbai,477.555,557.555,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
444,B019,Karnataka,Bengaluru,42939.709,42949.709,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
445,B016,Delhi,New Delhi,7072.966,7092.966,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
446,B006,West Bengal,Kolkata,1497.245,1502.245,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
447,B025,Maharashtra,Mumbai,5742.658,5747.658,5,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
448,B003,Delhi,New Delhi,781.08,801.08,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
449,B021,Gujarat,Ahmedabad,2428.666,2468.666,40,Low Power / RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
450,B014,Gujarat,Ahmedabad,3614.05,3654.05,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
451,B012,Rajasthan,Jaipur,3489.038,3499.038,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
452,B003,West Bengal,Kolkata,647.922,657.922,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
453,B020,Delhi,New Delhi,69315.038,69325.038,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
454,B002,Rajasthan,Jaipur,589.134,609.134,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
455,B008,Tamil Nadu,Chennai,2114.422,2194.422,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
456,B021,Karnataka,Bengaluru,2401.281,2441.281,40,Low Power / RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
457,B017,Telangana,Hyderabad,25444.972,25454.972,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
458,B024,Delhi,New Delhi,5525.681,5526.681,1,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
459,B019,Maharashtra,Mumbai,43023.901,43103.901,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
460,B018,Rajasthan,Jaipur,38491.958,38511.958,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
461,B009,Delhi,New Delhi,2367.032,2387.032,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
462,B023,Tamil Nadu,Chennai,5263.532,5343.532,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
463,B020,Tamil Nadu,Chennai,69583.173,69663.173,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
464,B017,Gujarat,Ahmedabad,24613.063,24693.063,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
465,B019,Maharashtra,Mumbai,42728.096,42808.096,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
466,B004,Telangana,Hyderabad,894.132,934.132,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
467,B010,Telangana,Hyderabad,2505.795,2585.795,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
468,B003,West Bengal,Kolkata,755.555,835.555,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
469,B020,Karnataka,Bengaluru,67818.992,67898.992,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
470,B003,West Bengal,Kolkata,888.565,889.565,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
471,B007,Maharashtra,Mumbai,1802.119,1812.119,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
472,B014,Rajasthan,Jaipur,3649.432,3654.432,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
473,B003,Rajasthan,Jaipur,659.645,664.645,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
474,B023,Telangana,Hyderabad,5299.048,5339.048,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
475,B019,Telangana,Hyderabad,42913.772,42923.772,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
476,B019,Rajasthan,Jaipur,43212.109,43232.109,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
477,B014,Gujarat,Ahmedabad,3604.583,3609.583,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
478,B009,Telangana,Hyderabad,2365.395,2375.395,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
479,B012,Karnataka,Bengaluru,3456.801,3476.801,20,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
480,B003,West Bengal,Kolkata,706.181,707.181,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
481,B014,Karnataka,Bengaluru,3601.198,3602.198,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
482,B018,Telangana,Hyderabad,38190.509,38191.509,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
483,B009,Telangana,Hyderabad,2381.514,2391.514,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
484,B011,Maharashtra,Mumbai,3335.785,3375.785,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
485,B012,Maharashtra,Mumbai,3412.937,3417.937,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
486,B009,West Bengal,Kolkata,2302.716,2382.716,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
487,B001,Tamil Nadu,Chennai,470.764,510.764,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
488,B006,Gujarat,Ahmedabad,1437.676,1517.676,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
489,B025,Karnataka,Bengaluru,5751.44,5831.44,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
490,B010,Gujarat,Ahmedabad,2666.87,2676.87,10,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
491,B014,Gujarat,Ahmedabad,3600.0,3670.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
492,B001,Maharashtra,Mumbai,523.3,543.3,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
493,B009,Rajasthan,Jaipur,2303.978,2308.978,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
494,B013,West Bengal,Kolkata,3508.979,3513.979,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
495,B012,Maharashtra,Mumbai,3456.289,3466.289,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
496,B007,Delhi,New Delhi,1751.069,1756.069,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
497,B012,Tamil Nadu,Chennai,3432.924,3437.924,5,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
498,B008,West Bengal,Kolkata,2155.185,2195.185,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
499,B019,Telangana,Hyderabad,42643.757,42653.757,10,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
500,B005,Gujarat,Ahmedabad,946.596,947.596,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
501,B008,Gujarat,Ahmedabad,2164.854,2169.854,5,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
502,B001,Karnataka,Bengaluru,518.325,558.325,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
503,B001,Rajasthan,Jaipur,544.452,545.452,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
504,B022,Karnataka,Bengaluru,5156.52,5166.52,10,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
505,B025,West Bengal,Kolkata,5773.182,5774.182,1,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
506,B020,Delhi,New Delhi,66371.795,66372.795,1,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
507,B018,Tamil Nadu,Chennai,38227.981,38228.981,1,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
508,B020,Karnataka,Bengaluru,70888.907,70908.907,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
509,B007,Rajasthan,Jaipur,1900.159,1940.159,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
510,B003,Maharashtra,Mumbai,771.766,791.766,20,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
511,B025,Delhi,New Delhi,5770.692,5810.692,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
512,B004,Maharashtra,Mumbai,890.0,942.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
513,B014,West Bengal,Kolkata,3600.157,3640.157,40,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
514,B018,Karnataka,Bengaluru,37162.476,37242.476,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
515,B005,Karnataka,Bengaluru,942.0,960.0,80,IMT candidate,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
516,B016,Telangana,Hyderabad,7036.47,7116.47,80,IMT candidate,synthetic_not_verified,synthetic_observation,1,SYNTHETIC_FOR_PIPELINE_TESTING
517,B022,Maharashtra,Mumbai,5161.031,5201.031,40,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
518,B025,Telangana,Hyderabad,5741.942,5821.942,80,WAS/RLAN,synthetic_not_verified,synthetic_observation,0,SYNTHETIC_FOR_PIPELINE_TESTING
